state,month,handle,sports_books,gross_revenue,adjusted_revenue,gross_win_rate,adjusted_win_rate,mobile_handle_percentage,mobile_handle_dollars,hold,taxes,number_of_regions
Massachusetts,2023-08-01,314923842,3 (8),23485442,22708940,7.46,7.21,7.21,307246294,NA,4542588,NA
Massachusetts,2023-09-01,512177671,3 (8),51045187,49809930,9.97,9.73,9.73,499748033,NA,9914147,NA
Massachusetts,2023-10-01,571767517,3 (8),60560834,59177689,10.59,10.35,10.35,555728981,NA,11786571,NA
Massachusetts,2023-11-01,654435572,3 (8),50550463,48946321,7.72,7.48,7.48,636767866,NA,9770755,NA
Massachusetts,2023-12-01,658697371,3 (8),62161918,60550155,9.44,9.19,9.19,643160182,NA,12045360,NA
Massachusetts,2024-01-01,651747269,3 (8),72718241,71130795,11.16,10.91,10.91,637984750,NA,14165773,NA
Massachusetts,2024-02-01,542480676,3 (8),53860586,52550153,9.93,9.69,9.69,530265701,NA,10514991,NA
Massachusetts,2024-03-01,654933312,3 (6),47840193,46225905,7.3,7.06,7.06,642251299,NA,9208593,NA
Massachusetts,2024-04-01,603253751,3 (6),50593502,49121726,8.39,8.14,8.14,591515466,NA,9918583,NA
Massachusetts,2024-05-01,587262703,3 (6),59002616,57025686,10.05,9.71,9.71,577057350,NA,11485181,NA
Massachusetts,2024-06-01,509356529,3 (6),42261186,40460869,8.3,7.94,7.94,500715365,NA,8235270,NA
Massachusetts,2024-07-01,411791699,3 (7),42235949,41207349,10.26,10.01,10.01,405213569,NA,8180844,NA
Massachusetts,2024-08-01,447318476,3 (7),34496636,33324825,7.71,7.45,7.45,439690611,NA,6645908,NA
Massachusetts,2024-09-01,678747447,3 (7),75354989,73488421,11.1,10.83,10.83,667652705,NA,14632219,NA
Massachusetts,2024-10-01,748070049,3 (7),50321644,48300748,6.73,6.46,6.46,734999591,NA,9659885,NA
Massachusetts,2024-11-01,777814799,3 (7),82589650,80468944,10.62,10.35,10.35,764051514,NA,16049678,NA
Massachusetts,2024-12-01,788340996,3 (7),59418827,57512914,7.58,7.3,7.3,776820368,NA,11499381,NA
Massachusetts,2025-01-01,762506667,3 (7),96372001,94374882,12.64,12.38,12.38,751428399,NA,18836029,NA
Massachusetts,2025-02-01,628170780,3 (7),67108767,65570377,10.68,10.44,10.44,618587815,NA,13103806,NA
Massachusetts,2025-03-01,772454574,3 (7),54246757,52118800,7.02,6.75,6.75,761828937,NA,10410483,NA
Massachusetts,2025-04-01,690255201,3 (7),67625682,65941354,9.8,9.55,9.55,680540587,NA,13163929,NA
Massachusetts,2025-05-01,655788462,3 (7),82479454,80732077,12.58,12.31,12.31,645703633,NA,16104935,NA
Massachusetts,2025-06-01,532726539,3 (7),63455206,62050291,12.58,11.65,11.65,525489438,NA,12386337,NA
Michigan,2020-03-01,593956,3 (0),105548,NA,17.77,NA,NA,0,NA,3990,NA
Michigan,2020-04-01,NA,3 (0),NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,2020-05-01,NA,3 (0),NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,2020-06-01,NA,3 (0),NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,2020-07-01,NA,3 (0),NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,2020-08-01,15774256,3 (0),1977052,NA,12.56,NA,NA,0,NA,74733,NA
Michigan,2020-09-01,33503929,3 (0),4376407,NA,13.06,NA,NA,0,NA,165428,NA
Michigan,2020-10-01,46120824,3 (0),7596972,NA,16.47,NA,NA,0,NA,287166,NA
Michigan,2020-11-01,25080140,3 (0),2337638,NA,9.32,NA,NA,0,NA,88363,NA
Michigan,2020-12-01,9720393,3 (0),1883240,NA,19.37,NA,NA,0,NA,71186,NA
Michigan,2021-01-01,150849896,3 (11),17423561,NA,11.55,NA,NA,115165702,NA,265282,NA
Michigan,2021-02-01,325569037,3 (12),29642991,NA,9.1,NA,NA,301857054,NA,146580,NA
Michigan,2021-03-01,383681892,3 (12),35240684,NA,9.18,NA,NA,359450162,NA,648202,NA
Michigan,2021-04-01,274212630,3 (12),21922961,NA,7.99,NA,NA,249874948,NA,371132,NA
Michigan,2021-05-01,257748035,3 (12),21208009,NA,8.23,NA,NA,237551158,NA,681249,NA
Michigan,2021-06-01,259504203,3 (13),27244793,NA,10.5,NA,NA,235125335,NA,1014359,NA
Michigan,2021-07-01,206277088,3 (14),20766255,NA,10.07,NA,NA,187994305,NA,808027,NA
Michigan,2021-08-01,208565955,3 (14),17536274,NA,8.41,NA,NA,192277785,NA,603076,NA
Michigan,2021-09-01,386780231,3 (14),27135351,NA,7.02,NA,NA,354251744,NA,557758,NA
Michigan,2021-10-01,497565425,3 (14),26947290,NA,8.31,NA,NA,463344087,NA,652884,NA
Michigan,2021-11-01,500521376,3 (14),58762385,NA,11.74,NA,NA,473827491,NA,1766660,NA
Michigan,2021-12-01,514630536,3 (14),35920226,NA,6.98,NA,NA,484558594,NA,785564,NA
Michigan,2022-01-01,532681709,3 (14),36647757,NA,8.57,NA,NA,496816569,NA,1449737,NA
Michigan,2022-02-01,423768381,3 (14),21633471,NA,5.11,NA,NA,398394907,NA,360354,NA
Michigan,2022-03-01,477967948,3 (14),32445133,NA,6.79,NA,NA,451612644,NA,878225,NA
Michigan,2022-04-01,396009789,3 (15),32630491,NA,8.24,NA,NA,371224133,NA,1014720,NA
Michigan,2022-05-01,356130390,3 (15),35920231,NA,10.09,NA,NA,333363114,NA,1187883,NA
Michigan,2022-06-01,292389430,3 (15),15826610,NA,5.41,NA,NA,270010893,NA,346756,NA
Michigan,2022-07-01,224966257,3 (15),22874562,NA,10.17,NA,NA,206105498,NA,862970,NA
Michigan,2022-08-01,229797027,3 (15),25493246,NA,11.09,NA,NA,218793725,NA,1052478,NA
Michigan,2022-09-01,383102604,3 (15),50450674,NA,13.17,NA,NA,364522167,NA,1721885,NA
Michigan,2022-10-01,504336507,3 (15),51362299,NA,10.18,NA,NA,480793043,NA,2022618,NA
Michigan,2022-11-01,498118043,3 (15),42758230,NA,8.58,NA,NA,479981074,NA,1644327,NA
Michigan,2022-12-01,494820409,3 (15),50450734,NA,10.16,NA,NA,478738017,NA,1943936,NA
Michigan,2023-01-01,490904822,3 (15),33785629,NA,6.88,NA,NA,475627139,NA,1182537,NA
Michigan,2023-02-01,357161200,3 (15),23134729,NA,6.48,NA,NA,344942386,NA,600604,NA
Michigan,2023-03-01,421666037,3 (15),46016812,NA,10.91,NA,NA,407727854,NA,1969024,NA
Michigan,2023-04-01,338127854,3 (15),36275215,NA,10.73,NA,NA,322821968,NA,1698048,NA
Michigan,2023-05-01,305275755,3 (15),36125966,NA,11.83,NA,NA,288339700,NA,1468436,NA
Michigan,2023-06-01,235996767,3 (15),17928415,NA,7.6,NA,NA,227895436,NA,557466,NA
Michigan,2023-07-01,208808123,3 (15),22985441,NA,11.01,NA,NA,200844525,NA,1113274,NA
Michigan,2023-08-01,228495764,3 (14),23480419,NA,10.28,NA,NA,218460119,NA,1089345,NA
Michigan,2023-09-01,475772391,3 (14),45606094,NA,9.59,NA,NA,457695679,NA,1310943,NA
Michigan,2023-10-01,551127024,3 (14),46135708,NA,8.37,NA,NA,533007996,NA,1822047,NA
Michigan,2023-11-01,584142443,3 (14),37043266,NA,6.34,NA,NA,568823683,NA,856825,NA
Michigan,2023-12-01,613425699,3 (14),65920319,NA,10.75,NA,NA,583036262,NA,2779956,NA
Michigan,2024-01-01,601585143,3 (14),48197777,NA,8.01,NA,NA,577396906,NA,1341121,NA
Michigan,2024-02-01,415816728,3 (13),30361417,NA,7.3,NA,NA,402594812,NA,927225,NA
Michigan,2024-03-01,497622751,3 (13),43534858,NA,8.75,NA,NA,480369320,NA,1729141,NA
Michigan,2024-04-01,414426339,3 (13),43437160,NA,10.48,NA,NA,399142534,NA,1818697,NA
Michigan,2024-05-01,354836012,3 (12),42766351,NA,12.05,NA,NA,343688480,NA,1846175,NA
Michigan,2024-06-01,285170266,3 (12),31802442,NA,11.15,NA,NA,276751936,NA,1165761,NA
Michigan,2024-07-01,256764457,3 (12),29041634,NA,11.31,NA,NA,250189001,NA,1126522,NA
Michigan,2024-08-01,289680651,3 (12),29053190,NA,10.03,NA,NA,280066450,NA,938516,NA
Michigan,2024-09-01,523776650,3 (12),59216535,NA,11.31,NA,NA,501752009,NA,1459401,NA
Michigan,2024-10-01,582611718,3 (12),32209323,NA,5.53,NA,NA,560423326,NA,538121,NA
Michigan,2024-11-01,671219907,3 (12),60207253,NA,8.97,NA,NA,650228980,NA,2020482,NA
Michigan,2024-12-01,617500845,3 (12),20486082,NA,3.32,NA,NA,597733281,NA,230584,NA
Michigan,2025-01-01,574628174,3 (12),85560634,NA,14.89,NA,NA,555243269,NA,3108513,NA
Michigan,2025-02-01,388079420,3 (12),46811512,NA,12.06,NA,NA,379839807,NA,1526481,NA
Michigan,2025-03-01,487163311,3 (12),33549825,NA,6.89,NA,NA,475085598,NA,874052,NA
Michigan,2025-04-01,426993695,3 (12),42958991,NA,10.06,NA,NA,417583191,NA,1408954,NA
Michigan,2025-05-01,395296514,3 (12),51245146,NA,12.96,NA,NA,386066921,NA,1999418,NA
Mississippi,2018-08-01,6270152,NA,645057,NA,NA,NA,NA,NA,10.29,77407,(3 Regions)
Mississippi,2018-09-01,31770270,NA,5503793,NA,NA,NA,NA,NA,17.32,660455,(3 Regions)
Mississippi,2018-10-01,32837334,NA,1178343,NA,NA,NA,NA,NA,3.59,141401,(3 Regions)
Mississippi,2018-11-01,44499883,NA,1674250,NA,NA,NA,NA,NA,3.76,200910,(3 Regions)
Mississippi,2018-12-01,41762048,NA,6174224,NA,NA,NA,NA,NA,14.78,740907,(3 Regions)
Mississippi,2019-01-01,35190774,NA,2793238,NA,NA,NA,NA,NA,7.94,335189,(3 Regions)
Mississippi,2019-02-01,25148135,NA,2756439,NA,NA,NA,NA,NA,10.96,330773,(3 Regions)
Mississippi,2019-03-01,32421264,NA,4898726,NA,NA,NA,NA,NA,15.11,587847,(3 Regions)
Mississippi,2019-04-01,19188763,NA,2057834,NA,NA,NA,NA,NA,10.72,246940,(3 Regions)
Mississippi,2019-05-01,17438288,NA,1191967,NA,NA,NA,NA,NA,6.84,143036,(3 Regions)
Mississippi,2019-06-01,15190666,NA,1625113,NA,NA,NA,NA,NA,10.7,195014,(3 Regions)
Mississippi,2019-07-01,13383383,NA,1053776,NA,NA,NA,NA,NA,7.87,126453,(3 Regions)
Mississippi,2019-08-01,19876370,NA,2884348,NA,NA,NA,NA,NA,14.51,346122,(3 Regions)
Mississippi,2019-09-01,37870989,NA,5631583,NA,NA,NA,NA,NA,14.87,675790,(3 Regions)
Mississippi,2019-10-01,48019481,NA,12295357,NA,NA,NA,NA,NA,25.6,1475443,(3 Regions)
Mississippi,2019-11-01,56369036,NA,3784071,NA,NA,NA,NA,NA,6.71,454089,(3 Regions)
Mississippi,2019-12-01,49076433,NA,3478919,NA,NA,NA,NA,NA,7.09,417470,(3 Regions)
Mississippi,2020-01-01,45190371,NA,4637966,NA,NA,NA,NA,NA,10.26,556555,(3 Regions)
Mississippi,2020-02-01,34462822,NA,2105780,NA,NA,NA,NA,NA,6.11,252694,(3 Regions)
Mississippi,2020-03-01,10749403,NA,648647,NA,NA,NA,NA,NA,6.03,77838,(3 Regions)
Mississippi,2020-04-01,0,NA,0,NA,NA,NA,NA,NA,0,0,(3 Regions)
Mississippi,2020-05-01,236503,NA,87697,NA,NA,NA,NA,NA,37.08,10524,(3 Regions)
Mississippi,2020-06-01,1575858,NA,NA,NA,NA,NA,NA,NA,-3.95,0,(3 Regions)
Mississippi,2020-07-01,7916669,NA,1335763,NA,NA,NA,NA,NA,16.87,160292,(3 Regions)
Mississippi,2020-08-01,40489135,NA,3748732,NA,NA,NA,NA,NA,9.26,449848,(3 Regions)
Mississippi,2020-09-01,52220289,NA,6598931,NA,NA,NA,NA,NA,12.64,791872,(3 Regions)
Mississippi,2020-10-01,61192425,NA,8769600,NA,NA,NA,NA,NA,14.33,1052352,(3 Regions)
Mississippi,2020-11-01,54443370,NA,8108102,NA,NA,NA,NA,NA,14.89,972972,(3 Regions)
Mississippi,2020-12-01,55298807,NA,7762542,NA,NA,NA,NA,NA,14.04,931505,(3 Regions)
Mississippi,2021-01-01,67707628,NA,9114483,NA,NA,NA,NA,NA,13.46,1093738,(3 Regions)
Mississippi,2021-02-01,47807574,NA,4606840,NA,NA,NA,NA,NA,9.64,552821,(3 Regions)
Mississippi,2021-03-01,50546886,NA,5237031,NA,NA,NA,NA,NA,10.36,628444,(3 Regions)
Mississippi,2021-04-01,32917836,NA,4300968,NA,NA,NA,NA,NA,13.07,516116,(3 Regions)
Mississippi,2021-05-01,36125896,NA,3888299,NA,NA,NA,NA,NA,10.76,466596,(3 Regions)
Mississippi,2021-06-01,43099180,NA,3194317,NA,NA,NA,NA,NA,7.41,383318,(3 Regions)
Mississippi,2021-07-01,30659426,NA,2887695,NA,NA,NA,NA,NA,9.42,346523,(3 Regions)
Mississippi,2021-08-01,21436948,NA,1886405,NA,NA,NA,NA,NA,8.8,226369,(3 Regions)
Mississippi,2021-09-01,54835753,NA,8846121,NA,NA,NA,NA,NA,16.13,1061535,(3 Regions)
Mississippi,2021-10-01,83527015,NA,9146353,NA,NA,NA,NA,NA,10.95,1097562,(3 Regions)
Mississippi,2021-11-01,60582141,NA,9520846,NA,NA,NA,NA,NA,15.72,1142502,(3 Regions)
Mississippi,2021-12-01,56839743,NA,3238730,NA,NA,NA,NA,NA,5.7,388648,(3 Regions)
Mississippi,2022-01-01,66253295,NA,6521389,NA,NA,NA,NA,NA,9.84,782567,(3 Regions)
Mississippi,2022-02-01,40871618,NA,1887995,NA,NA,NA,NA,NA,4.62,226559,(3 Regions)
Mississippi,2022-03-01,47889213,NA,4042432,NA,NA,NA,NA,NA,8.44,485092,(3 Regions)
Mississippi,2022-04-01,35503585,NA,4209290,NA,NA,NA,NA,NA,11.86,505114,(3 Regions)
Mississippi,2022-05-01,29233786,NA,4006359,NA,NA,NA,NA,NA,13.7,480763,(3 Regions)
Mississippi,2022-06-01,25096238,NA,2082091,NA,NA,NA,NA,NA,8.3,249851,(3 Regions)
Mississippi,2022-07-01,18296341,NA,2527212,NA,NA,NA,NA,NA,13.81,303265,(3 Regions)
Mississippi,2022-08-01,21234898,NA,2687465,NA,NA,NA,NA,NA,12.66,322496,(3 Regions)
Mississippi,2022-09-01,43139311,NA,8779943,NA,NA,NA,NA,NA,20.35,1053593,(3 Regions)
Mississippi,2022-10-01,56199189,NA,7687183,NA,NA,NA,NA,NA,13.68,922462,(3 Regions)
Mississippi,2022-11-01,73605361,NA,5087585,NA,NA,NA,NA,NA,6.91,610510,(3 Regions)
Mississippi,2022-12-01,74358933,NA,11297381,NA,NA,NA,NA,NA,15.19,1355686,(3 Regions)
Mississippi,2023-01-01,57223251,NA,5117380,NA,NA,NA,NA,NA,8.94,614086,(3 Regions)
Mississippi,2023-02-01,39807504,NA,3143541,NA,NA,NA,NA,NA,7.9,377225,(3 Regions)
Mississippi,2023-03-01,46689362,NA,4953171,NA,NA,NA,NA,NA,10.61,594381,(3 Regions)
Mississippi,2023-04-01,31805004,NA,4347138,NA,NA,NA,NA,NA,13.67,521657,(3 Regions)
Mississippi,2023-05-01,26761691,NA,3180953,NA,NA,NA,NA,NA,11.89,381714,(3 Regions)
Mississippi,2023-06-01,20414902,NA,1848676,NA,NA,NA,NA,NA,9.06,221841,(3 Regions)
Mississippi,2023-07-01,17728739,NA,2463671,NA,NA,NA,NA,NA,13.9,295641,(3 Regions)
Mississippi,2023-08-01,21392231,NA,2691244,NA,NA,NA,NA,NA,12.58,322949,(3 Regions)
Mississippi,2023-09-01,51647915,NA,8144028,NA,NA,NA,NA,NA,15.77,977283,(3 Regions)
Mississippi,2023-10-01,49503679,NA,7344506,NA,NA,NA,NA,NA,14.84,881340,(3 Regions)
Mississippi,2023-11-01,62412735,NA,3103062,NA,NA,NA,NA,NA,4.97,372367,(3 Regions)
Mississippi,2023-12-01,48888089,NA,4886771,NA,NA,NA,NA,NA,10,586413,(3 Regions)
Mississippi,2024-01-01,44631975,NA,6670920,NA,NA,NA,NA,NA,14.95,800510,(3 Regions)
Mississippi,2024-02-01,31374402,NA,2297096,NA,NA,NA,NA,NA,7.32,275652,(3 Regions)
Mississippi,2024-03-01,44536548,NA,3362903,NA,NA,NA,NA,NA,7.55,403548,(3 Regions)
Mississippi,2024-04-01,34259933,NA,3123104,NA,NA,NA,NA,NA,9.12,374772,(3 Regions)
Mississippi,2024-05-01,27005663,NA,2058986,NA,NA,NA,NA,NA,7.62,247078,(3 Regions)
Mississippi,2024-06-01,19373328,NA,1942407,NA,NA,NA,NA,NA,10.03,233089,(3 Regions)
Mississippi,2024-07-01,13919354,NA,1876206,NA,NA,NA,NA,NA,13.48,225145,(3 Regions)
Mississippi,2024-08-01,22634557,NA,3184653,NA,NA,NA,NA,NA,14.07,382158,(3 Regions)
Mississippi,2024-09-01,51767998,NA,7043852,NA,NA,NA,NA,NA,13.61,845262,(3 Regions)
Mississippi,2024-10-01,48581329,NA,2864365,NA,NA,NA,NA,NA,5.9,343724,(3 Regions)
Mississippi,2024-11-01,57887406,NA,8048596,NA,NA,NA,NA,NA,13.9,965832,(3 Regions)
Mississippi,2024-12-01,56437277,NA,-871100,NA,NA,NA,NA,NA,-1.54,-104532,(3 Regions)
Mississippi,2025-01-01,42524280,NA,5083475,NA,NA,NA,NA,NA,11.95,610017,(3 Regions)
Mississippi,2025-02-01,30544101,NA,1294775,NA,NA,NA,NA,NA,4.24,155373,(3 Regions)
Mississippi,2025-03-01,34455293,NA,1910770,NA,NA,NA,NA,NA,5.55,229292,(3 Regions)
Mississippi,2025-04-01,24940446,NA,3689186,NA,NA,NA,NA,NA,14.79,442702,(3 Regions)
Mississippi,2025-05-01,22587837,NA,3412046,NA,NA,NA,NA,NA,15.11,409446,(3 Regions)
Mississippi,2025-06-01,18173188,NA,2745322,NA,NA,NA,NA,NA,15.11,329439,(3 Regions)
Mississippi,2025-07-01,15036553,NA,2625779,NA,NA,NA,NA,NA,17.46,315093,(3 Regions)
Mississippi,2025-08-01,21905770,NA,3804858,NA,NA,NA,NA,NA,17.37,456583,(3 Regions)
Montana,2020-03-01,8051,1,3063,NA,38.04,NA,NA,NA,NA,NA,NA
Montana,2020-04-01,434,1,NA,NA,-63.36,NA,NA,NA,NA,0,NA
Montana,2020-05-01,113283,1,28953,NA,25.56,NA,NA,NA,NA,NA,NA
Montana,2020-06-01,346600,1,57753,NA,16.66,NA,NA,NA,NA,NA,NA
Montana,2020-07-01,1554924,1,120177,NA,7.73,NA,NA,NA,NA,NA,NA
Montana,2020-08-01,2606465,1,253747,NA,9.74,NA,NA,NA,NA,NA,NA
Montana,2020-09-01,2452738,1,320800,NA,13.08,NA,NA,NA,NA,NA,NA
Montana,2020-10-01,2935271,1,438364,NA,14.94,NA,NA,NA,NA,NA,NA
Montana,2020-11-01,2813968,1,573018,NA,20.36,NA,NA,NA,NA,NA,NA
Montana,2020-12-01,4947596,1,655169,NA,13.24,NA,NA,NA,NA,NA,NA
Montana,2021-01-01,5799090,1,742008,NA,12.8,NA,NA,NA,NA,NA,NA
Montana,2021-02-01,3854628,1,495957,NA,12.87,NA,NA,NA,NA,NA,NA
Montana,2021-03-01,4093444,1,587916,NA,14.36,NA,NA,NA,NA,NA,NA
Montana,2021-04-01,3093769,1,525172,NA,16.98,NA,NA,NA,NA,NA,NA
Montana,2021-05-01,4387731,1,522620,NA,11.91,NA,NA,NA,NA,NA,NA
Montana,2021-06-01,3470134,1,344709,NA,9.93,NA,NA,NA,NA,NA,NA
Montana,2021-07-01,2349130,1,470395,NA,20.02,NA,NA,NA,NA,NA,NA
Montana,2021-08-01,3760879,1,565553,NA,15.04,NA,NA,NA,NA,NA,NA
Montana,2021-09-01,2899030,1,509674,NA,17.58,NA,NA,NA,NA,NA,NA
Montana,2021-10-01,4728649,1,667487,NA,14.12,NA,NA,NA,NA,NA,NA
Montana,2021-11-01,5362923,1,1047566,NA,19.53,NA,NA,NA,NA,NA,NA
Montana,2021-12-01,5708813,1,703366,NA,12.32,NA,NA,NA,NA,NA,NA
Montana,2022-01-01,5858764,1,833114,NA,14.31,NA,NA,NA,NA,NA,NA
Montana,2022-02-01,3631661,1,704348,NA,19.39,NA,NA,NA,NA,NA,NA
Montana,2022-03-01,4544701,1,776644,NA,17.09,NA,NA,NA,NA,NA,NA
Montana,2022-04-01,2932838,1,384495,NA,13.11,NA,NA,NA,NA,NA,NA
Montana,2022-05-01,2947183,1,390673,NA,13.26,NA,NA,NA,NA,NA,NA
Montana,2022-06-01,3488710,1,283241,NA,8.12,NA,NA,NA,NA,NA,NA
Montana,2022-07-01,2302767,1,243370,NA,10.57,NA,NA,NA,NA,NA,NA
Montana,2022-08-01,2975100,1,440591,NA,14.81,NA,NA,NA,NA,NA,NA
Montana,2022-09-01,4940321,1,975542,NA,19.75,NA,NA,NA,NA,NA,NA
Montana,2022-10-01,5319627,1,681222,NA,12.81,NA,NA,NA,NA,NA,NA
Montana,2022-11-01,5782523,1,777488,NA,13.45,NA,NA,NA,NA,NA,NA
Montana,2022-12-01,7218595,1,931178,NA,12.9,NA,NA,NA,NA,NA,NA
Montana,2023-01-01,7139581,1,979495,NA,13.72,NA,NA,NA,NA,NA,NA
Montana,2023-02-01,4366807,1,560668,NA,12.84,NA,NA,NA,NA,NA,NA
Montana,2023-03-01,5784045,1,925542,NA,16,NA,NA,NA,NA,NA,NA
Montana,2023-04-01,5201964,1,633005,NA,12.17,NA,NA,NA,NA,NA,NA
Montana,2023-05-01,4457829,1,666686,NA,14.96,NA,NA,NA,NA,NA,NA
Montana,2023-06-01,3353974,1,282263,NA,8.42,NA,NA,NA,NA,NA,NA
Montana,2023-07-01,2587209,1,560046,NA,21.65,NA,NA,NA,NA,NA,NA
Montana,2023-08-01,3221337,1,337442,NA,10.48,NA,NA,NA,NA,NA,NA
Montana,2023-09-01,6204965,1,676451,NA,10.9,NA,NA,NA,NA,NA,NA
Montana,2023-10-01,6787517,1,1102195,NA,16.24,NA,NA,NA,NA,NA,NA
Montana,2023-11-01,6996429,1,717423,NA,10.25,NA,NA,NA,NA,NA,NA
Montana,2023-12-01,6157163,1,1005395,NA,16.33,NA,NA,NA,NA,NA,NA
Montana,2024-01-01,5863499,1,852106,NA,14.53,NA,NA,NA,NA,NA,NA
Montana,2024-02-01,4702533,1,253230,NA,5.38,NA,NA,NA,NA,NA,NA
Montana,2024-03-01,6587999,1,500560,NA,7.6,NA,NA,NA,NA,NA,NA
Montana,2024-04-01,5486089,1,644651,NA,11.75,NA,NA,NA,NA,NA,NA
Montana,2024-05-01,4865206,1,599686,NA,12.33,NA,NA,NA,NA,NA,NA
Montana,2024-06-01,3880623,1,427614,NA,11.02,NA,NA,NA,NA,NA,NA
Montana,2024-07-01,2947631,1,567830,NA,19.26,NA,NA,NA,NA,NA,NA
Montana,2024-08-01,3782754,1,717347,NA,18.96,NA,NA,NA,NA,NA,NA
Montana,2024-09-01,6779010,1,893172,NA,13.18,NA,NA,NA,NA,NA,NA
Montana,2024-10-01,7590965,1,-26938,NA,-0.35,NA,NA,NA,NA,NA,NA
Montana,2024-11-01,7427893,1,1593721,NA,21.46,NA,NA,NA,NA,NA,NA
Montana,2024-12-01,6555797,1,110040,NA,1.68,NA,NA,NA,NA,NA,NA
Montana,2025-01-01,5750903,1,1289383,NA,22.42,NA,NA,NA,NA,NA,NA
Montana,2025-02-01,3743225,1,1474628,NA,39.39,NA,NA,NA,NA,NA,NA
Montana,2025-03-01,6200119,1,685025,NA,11.05,NA,NA,NA,NA,NA,NA
Montana,2025-04-01,6207185,1,759848,NA,12.24,NA,NA,NA,NA,NA,NA
Montana,2025-05-01,4981327,1,763060,NA,15.32,NA,NA,NA,NA,NA,NA
Montana,2025-06-01,3957692,1,1023494,NA,25.86,NA,NA,NA,NA,NA,NA
Montana,2025-07-01,3724169,1,617135,NA,16.57,NA,NA,NA,NA,NA,NA
Montana,2025-08-01,4510556,1,791342,NA,17.54,NA,NA,NA,NA,NA,NA
Nebraska,2023-06-01,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA
Nebraska,2023-07-01,NA,1,82113,NA,NA,NA,NA,NA,NA,16422,NA
Nebraska,2023-08-01,NA,2,105653,NA,NA,NA,NA,NA,NA,21130,NA
Nebraska,2023-09-01,NA,2,247606,NA,NA,NA,NA,NA,NA,49521,NA
Nebraska,2023-10-01,NA,2,385175,NA,NA,NA,NA,NA,NA,77035,NA
Nebraska,2023-11-01,NA,3,325101,NA,NA,NA,NA,NA,NA,65020,NA
Nebraska,2023-12-01,NA,3,633811,NA,NA,NA,NA,NA,NA,126762,NA
Nebraska,2024-01-01,NA,3,410237,NA,NA,NA,NA,NA,NA,93720,NA
Nebraska,2024-02-01,NA,3,133106,NA,NA,NA,NA,NA,NA,39641,NA
Nebraska,2024-03-01,NA,3,449533,NA,NA,NA,NA,NA,NA,90200,NA
Nebraska,2024-04-01,NA,3,377202,NA,NA,NA,NA,NA,NA,75440,NA
Nebraska,2024-05-01,NA,4,340515,NA,NA,NA,NA,NA,NA,68103,NA
Nebraska,2024-06-01,NA,4,240057,NA,NA,NA,NA,NA,NA,48011,NA
Nebraska,2024-07-01,NA,4,248030,NA,NA,NA,NA,NA,NA,49606,NA
Nebraska,2024-08-01,NA,4,175009,NA,NA,NA,NA,NA,NA,38734,NA
Nebraska,2024-09-01,NA,4,697769,NA,NA,NA,NA,NA,NA,139554,NA
Nebraska,2024-10-01,NA,4,483803,NA,NA,NA,NA,NA,NA,96761,NA
Nebraska,2024-11-01,NA,4,1205515,NA,NA,NA,NA,NA,NA,241103,NA
Nebraska,2024-12-01,NA,4,-125210,NA,NA,NA,NA,NA,NA,-25042,NA
Nebraska,2025-01-01,NA,4,894495,NA,NA,NA,NA,NA,NA,178899,NA
Nebraska,2025-02-01,NA,4,606058,NA,NA,NA,NA,NA,NA,121212,NA
Nebraska,2025-03-01,NA,4,315737,NA,NA,NA,NA,NA,NA,63147,NA
Nebraska,2025-04-01,NA,4,496208,NA,NA,NA,NA,NA,NA,99242,NA
Nebraska,2025-05-01,NA,4,801978,NA,NA,NA,NA,NA,NA,160396,NA
Nebraska,2025-06-01,NA,4,667032,NA,NA,NA,NA,NA,NA,133406,NA
Nebraska,2025-07-01,NA,4,184074,NA,NA,NA,NA,NA,NA,36815,NA
Nebraska,2025-08-01,NA,4,876969,NA,NA,NA,NA,NA,NA,175394,NA
Nevada,2018-06-01,286548295,189,20173000,NA,7.04,NA,NA,NA,NA,1361678,NA
Nevada,2018-07-01,244638554,191,4061000,NA,1.66,NA,NA,NA,NA,274118,NA
Nevada,2018-08-01,247622789,191,12604000,NA,5.09,NA,NA,NA,NA,850770,NA
Nevada,2018-09-01,571034482,190,56304000,NA,9.86,NA,NA,NA,NA,3800520,NA
Nevada,2018-10-01,528568873,191,29547000,NA,5.59,NA,NA,NA,NA,1994423,NA
Nevada,2018-11-01,581070664,192,27136000,NA,4.67,NA,NA,NA,NA,1831680,NA
Nevada,2018-12-01,561859873,193,44106000,NA,7.85,NA,NA,NA,NA,2977155,NA
Nevada,2019-01-01,497482992,195,14626000,NA,2.94,NA,NA,NA,NA,987255,NA
Nevada,2019-02-01,458591549,193,35816000,NA,7.81,NA,NA,NA,NA,2417580,NA
Nevada,2019-03-01,596752294,192,32523000,NA,5.45,NA,NA,NA,NA,2195303,NA
Nevada,2019-04-01,328121212,192,21656000,NA,6.6,NA,NA,NA,NA,1461780,NA
Nevada,2019-05-01,317380282,191,11267000,NA,3.55,NA,NA,NA,NA,760523,NA
